Region,Country,City,Day,AvgTemperature
Australia/South Pacific,Australia,Melbourne,21,67.6
Australia/South Pacific,Australia,Melbourne,22,69.3
Australia/South Pacific,Australia,Melbourne,23,72.9
Australia/South Pacific,Australia,Melbourne,24,74.3
Australia/South Pacific,Australia,Melbourne,25,74.1
Australia/South Pacific,Australia,Melbourne,26,75.3
Australia/South Pacific,Australia,Melbourne,27,72.2
Australia/South Pacific,Australia,Melbourne,28,72.6
Australia/South Pacific,Australia,Melbourne,29,73.7
Australia/South Pacific,Australia,Melbourne,30,76.2
Australia/South Pacific,Australia,Perth,1,71.2
Australia/South Pacific,Australia,Perth,2,68.3
Australia/South Pacific,Australia,Perth,3,68.5
Australia/South Pacific,Australia,Perth,4,72.7
Australia/South Pacific,Australia,Perth,5,73.4
Australia/South Pacific,Australia,Perth,6,76.3
Australia/South Pacific,Australia,Perth,7,81.1
Australia/South Pacific,Australia,Perth,8,77.5
Australia/South Pacific,Australia,Perth,9,74.7
Australia/South Pacific,Australia,Perth,10,75.8
Australia/South Pacific,Australia,Perth,11,83.1
Australia/South Pacific,Australia,Perth,12,76.9
Australia/South Pacific,Australia,Perth,13,71.6
Australia/South Pacific,Australia,Perth,14,70.3
Australia/South Pacific,Australia,Perth,15,77.4
Australia/South Pacific,Australia,Perth,16,79.2
Australia/South Pacific,Australia,Perth,17,68.6
Australia/South Pacific,Australia,Perth,18,66.2
Australia/South Pacific,Australia,Perth,19,63.9
Australia/South Pacific,Australia,Perth,20,67.1
Australia/South Pacific,Australia,Perth,21,68.0
Australia/South Pacific,Australia,Perth,22,70.4
Australia/South Pacific,Australia,Perth,23,73.9
Australia/South Pacific,Australia,Perth,24,75.4
Australia/South Pacific,Australia,Perth,25,73.7
Australia/South Pacific,Australia,Perth,26,75.3
Australia/South Pacific,Australia,Perth,27,70.5
Australia/South Pacific,Australia,Perth,28,64.9
Australia/South Pacific,Australia,Perth,29,64.2
Australia/South Pacific,Australia,Perth,30,65.7
Australia/South Pacific,Australia,Sydney,1,55.3
Australia/South Pacific,Australia,Sydney,2,52.4
Australia/South Pacific,Australia,Sydney,3,49.1
Australia/South Pacific,Australia,Sydney,4,50.6
Australia/South Pacific,Australia,Sydney,5,53.7
Australia/South Pacific,Australia,Sydney,6,54.0
Australia/South Pacific,Australia,Sydney,7,54.1
Australia/South Pacific,Australia,Sydney,8,55.1
Australia/South Pacific,Australia,Sydney,9,59.6
Australia/South Pacific,Australia,Sydney,10,66.3
Australia/South Pacific,Australia,Sydney,11,66.9
Australia/South Pacific,Australia,Sydney,12,66.4
Australia/South Pacific,Australia,Sydney,13,77.8
Australia/South Pacific,Australia,Sydney,14,81.6
Australia/South Pacific,Australia,Sydney,15,70.1
Australia/South Pacific,Australia,Sydney,16,64.9
Australia/South Pacific,Australia,Sydney,17,67.1
Australia/South Pacific,Australia,Sydney,18,67.9
Australia/South Pacific,Australia,Sydney,19,71.1
Australia/South Pacific,Australia,Sydney,20,74.7
Australia/South Pacific,Australia,Sydney,21,77.1
Australia/South Pacific,Australia,Sydney,22,74.4
Australia/South Pacific,Australia,Sydney,23,76.7
Australia/South Pacific,Australia,Sydney,24,73.7
Australia/South Pacific,Australia,Sydney,25,75.2
Australia/South Pacific,Australia,Sydney,26,67.7
Australia/South Pacific,Australia,Sydney,27,61.4
Australia/South Pacific,Australia,Sydney,28,76.4
Australia/South Pacific,Australia,Sydney,29,83.7
Australia/South Pacific,Australia,Sydney,30,78.3
Australia/South Pacific,New Zealand,Auckland,1,62.3
Australia/South Pacific,New Zealand,Auckland,2,63.4
Australia/South Pacific,New Zealand,Auckland,3,64.7
Australia/South Pacific,New Zealand,Auckland,4,62.3
Australia/South Pacific,New Zealand,Auckland,5,61.8
Australia/South Pacific,New Zealand,Auckland,6,57.6
Australia/South Pacific,New Zealand,Auckland,7,62.8
Australia/South Pacific,New Zealand,Auckland,8,58.9
Australia/South Pacific,New Zealand,Auckland,9,59.5
Australia/South Pacific,New Zealand,Auckland,10,57.7
Australia/South Pacific,New Zealand,Auckland,11,58.0
Australia/South Pacific,New Zealand,Auckland,12,57.9
Australia/South Pacific,New Zealand,Auckland,13,59.8
Australia/South Pacific,New Zealand,Auckland,14,57.8
Australia/South Pacific,New Zealand,Auckland,15,60.2
Australia/South Pacific,New Zealand,Auckland,16,61.1
Australia/South Pacific,New Zealand,Auckland,17,61.9
Australia/South Pacific,New Zealand,Auckland,18,59.2
Australia/South Pacific,New Zealand,Auckland,19,62.1
Australia/South Pacific,New Zealand,Auckland,20,64.0
Australia/South Pacific,New Zealand,Auckland,21,64.3
Australia/South Pacific,New Zealand,Auckland,22,63.1
Australia/South Pacific,New Zealand,Auckland,23,65.2
Australia/South Pacific,New Zealand,Auckland,24,65.2
Australia/South Pacific,New Zealand,Auckland,25,64.8
Australia/South Pacific,New Zealand,Auckland,26,65.6
Australia/South Pacific,New Zealand,Auckland,27,66.3
Australia/South Pacific,New Zealand,Auckland,28,65.8
Australia/South Pacific,New Zealand,Auckland,29,66.2
Australia/South Pacific,New Zealand,Auckland,30,63.9
Europe,Albania,Tirana,1,47.6
Europe,Albania,Tirana,2,48.1
Europe,Albania,Tirana,3,51.0
Europe,Albania,Tirana,4,52.3
Europe,Albania,Tirana,5,51.7
Europe,Albania,Tirana,6,57.2
Europe,Albania,Tirana,7,57.8
Europe,Albania,Tirana,8,56.9
Europe,Albania,Tirana,9,54.4
Europe,Albania,Tirana,10,55.0
Europe,Albania,Tirana,11,56.3
Europe,Albania,Tirana,12,58.9
Europe,Albania,Tirana,13,60.3
Europe,Albania,Tirana,14,56.5
Europe,Albania,Tirana,15,54.4
Europe,Albania,Tirana,16,54.7
Europe,Albania,Tirana,17,53.1
Europe,Albania,Tirana,18,52.5
Europe,Albania,Tirana,19,53.7
Europe,Albania,Tirana,20,47.6
Europe,Albania,Tirana,21,42.7
Europe,Albania,Tirana,22,46.0
Europe,Albania,Tirana,23,46.7
Europe,Albania,Tirana,24,47.3
Europe,Albania,Tirana,25,49.6
Europe,Albania,Tirana,26,55.6
Europe,Albania,Tirana,27,47.7
Europe,Albania,Tirana,28,39.0
Europe,Albania,Tirana,29,46.5
Europe,Albania,Tirana,30,58.0
Europe,Austria,Vienna,1,45.2
Europe,Austria,Vienna,2,49.5
Europe,Austria,Vienna,3,49.8
Europe,Austria,Vienna,4,47.6
Europe,Austria,Vienna,5,50.0
Europe,Austria,Vienna,6,46.8
Europe,Austria,Vienna,7,46.7
Europe,Austria,Vienna,8,46.2
Europe,Austria,Vienna,9,46.3
Europe,Austria,Vienna,10,46.8
Europe,Austria,Vienna,11,45.4
Europe,Austria,Vienna,12,44.6
Europe,Austria,Vienna,13,41.2
Europe,Austria,Vienna,14,39.6
Europe,Austria,Vienna,15,35.4
Europe,Austria,Vienna,16,34.7
Europe,Austria,Vienna,17,40.1
Europe,Austria,Vienna,18,42.8
Europe,Austria,Vienna,19,41.5
Europe,Austria,Vienna,20,41.9
Europe,Austria,Vienna,21,42.8
Europe,Austria,Vienna,22,50.2
Europe,Austria,Vienna,23,38.0
Europe,Austria,Vienna,24,39.5
Europe,Austria,Vienna,25,43.3
Europe,Austria,Vienna,26,40.4
Europe,Austria,Vienna,27,36.7
Europe,Austria,Vienna,28,34.7
Europe,Austria,Vienna,29,34.5
Europe,Austria,Vienna,30,33.5
Europe,Belarus,Minsk,1,34.2
Europe,Belarus,Minsk,2,46.7
Europe,Belarus,Minsk,3,46.6
Europe,Belarus,Minsk,4,43.6
Europe,Belarus,Minsk,5,45.2
Europe,Belarus,Minsk,6,41.1
Europe,Belarus,Minsk,7,43.2
Europe,Belarus,Minsk,8,42.7
Europe,Belarus,Minsk,9,34.2
Europe,Belarus,Minsk,10,40.9
Europe,Belarus,Minsk,11,40.3
Europe,Belarus,Minsk,12,36.4
Europe,Belarus,Minsk,13,34.1
Europe,Belarus,Minsk,14,34.2
Europe,Belarus,Minsk,15,36.2
Europe,Belarus,Minsk,16,40.9
Europe,Belarus,Minsk,17,36.4
Europe,Belarus,Minsk,18,36.0
Europe,Belarus,Minsk,19,33.4
Europe,Belarus,Minsk,20,34.5
Europe,Belarus,Minsk,21,33.3
Europe,Belarus,Minsk,22,32.3
Europe,Belarus,Minsk,23,30.5
Europe,Belarus,Minsk,24,32.8
Europe,Belarus,Minsk,25,34.9
Europe,Belarus,Minsk,26,38.2
Europe,Belarus,Minsk,27,35.8
Europe,Belarus,Minsk,28,31.7
Europe,Belarus,Minsk,29,31.2
Europe,Belarus,Minsk,30,32.0
Europe,Belgium,Brussels,1,49.6
Europe,Belgium,Brussels,2,48.3
Europe,Belgium,Brussels,3,48.6
Europe,Belgium,Brussels,4,51.0
Europe,Belgium,Brussels,5,45.2
Europe,Belgium,Brussels,6,41.5
Europe,Belgium,Brussels,7,37.2
Europe,Belgium,Brussels,8,40.7
Europe,Belgium,Brussels,9,45.4
Europe,Belgium,Brussels,10,47.3
Europe,Belgium,Brussels,11,44.1
Europe,Belgium,Brussels,12,42.0
Europe,Belgium,Brussels,13,42.4
Europe,Belgium,Brussels,14,43.2
Europe,Belgium,Brussels,15,46.9
Europe,Belgium,Brussels,16,47.8
Europe,Belgium,Brussels,17,43.7
Europe,Belgium,Brussels,18,41.2
Europe,Belgium,Brussels,19,41.1
Europe,Belgium,Brussels,20,42.8
Europe,Belgium,Brussels,21,50.2
Europe,Belgium,Brussels,22,51.4
Europe,Belgium,Brussels,23,53.6
Europe,Belgium,Brussels,24,45.4
Europe,Belgium,Brussels,25,39.3
Europe,Belgium,Brussels,26,39.0
Europe,Belgium,Brussels,27,42.8
Europe,Belgium,Brussels,28,40.4
Europe,Belgium,Brussels,29,36.9
Europe,Belgium,Brussels,30,34.9
Europe,Bulgaria,Sofia,1,43.0
Europe,Bulgaria,Sofia,2,41.0
Europe,Bulgaria,Sofia,3,44.7
Europe,Bulgaria,Sofia,4,47.8
Europe,Bulgaria,Sofia,5,44.2
Europe,Bulgaria,Sofia,6,43.5
Europe,Bulgaria,Sofia,7,48.7
Europe,Bulgaria,Sofia,8,49.0
Europe,Bulgaria,Sofia,9,49.5
Europe,Bulgaria,Sofia,10,44.6
Europe,Bulgaria,Sofia,11,47.8
Europe,Bulgaria,Sofia,12,51.4
Europe,Bulgaria,Sofia,13,54.3
Europe,Bulgaria,Sofia,14,51.6
Europe,Bulgaria,Sofia,15,48.6
Europe,Bulgaria,Sofia,16,49.0
Europe,Bulgaria,Sofia,17,47.4
Europe,Bulgaria,Sofia,18,47.9
Europe,Bulgaria,Sofia,19,43.1
Europe,Bulgaria,Sofia,20,37.8
Europe,Bulgaria,Sofia,21,40.5
Europe,Bulgaria,Sofia,22,45.0
Europe,Bulgaria,Sofia,23,40.2
Europe,Bulgaria,Sofia,24,38.0
Europe,Bulgaria,Sofia,25,38.1
Europe,Bulgaria,Sofia,26,39.4
Europe,Bulgaria,Sofia,27,34.3
Europe,Bulgaria,Sofia,28,31.1
Europe,Bulgaria,Sofia,29,20.0
Europe,Bulgaria,Sofia,30,35.9
Europe,Croatia,Zagreb,1,46.6
Europe,Croatia,Zagreb,2,50.9
Europe,Croatia,Zagreb,3,53.2
Europe,Croatia,Zagreb,4,44.8
Europe,Croatia,Zagreb,5,51.2
Europe,Croatia,Zagreb,6,47.8
Europe,Croatia,Zagreb,7,48.2
Europe,Croatia,Zagreb,8,49.0
Europe,Croatia,Zagreb,9,48.8
Europe,Croatia,Zagreb,10,48.1
Europe,Croatia,Zagreb,11,44.4
Europe,Croatia,Zagreb,12,52.6
Europe,Croatia,Zagreb,13,43.1
Europe,Croatia,Zagreb,14,44.0
Europe,Croatia,Zagreb,15,41.2
Europe,Croatia,Zagreb,16,41.8
Europe,Croatia,Zagreb,17,42.4
Europe,Croatia,Zagreb,18,41.8
Europe,Croatia,Zagreb,19,36.1
Europe,Croatia,Zagreb,20,37.4
Europe,Croatia,Zagreb,21,47.7
Europe,Croatia,Zagreb,22,54.2
Europe,Croatia,Zagreb,23,51.7
Europe,Croatia,Zagreb,24,54.0
Europe,Croatia,Zagreb,25,50.2
Europe,Croatia,Zagreb,26,42.9
Europe,Croatia,Zagreb,27,36.3
Europe,Croatia,Zagreb,28,34.5
Europe,Croatia,Zagreb,29,38.2
Europe,Croatia,Zagreb,30,39.0
Europe,Czech Republic,Prague,1,43.5
Europe,Czech Republic,Prague,2,48.5
Europe,Czech Republic,Prague,3,44.4
Europe,Czech Republic,Prague,4,39.7
Europe,Czech Republic,Prague,5,40.6
Europe,Czech Republic,Prague,6,42.3
Europe,Czech Republic,Prague,7,43.5
Europe,Czech Republic,Prague,8,41.4
Europe,Czech Republic,Prague,9,43.8
Europe,Czech Republic,Prague,10,43.0
Europe,Czech Republic,Prague,11,39.5
Europe,Czech Republic,Prague,12,36.7
Europe,Czech Republic,Prague,13,35.8
Europe,Czech Republic,Prague,14,35.5
Europe,Czech Republic,Prague,15,39.1
Europe,Czech Republic,Prague,16,38.5
Europe,Czech Republic,Prague,17,36.6
Europe,Czech Republic,Prague,18,37.0
Europe,Czech Republic,Prague,19,37.5
Europe,Czech Republic,Prague,20,37.0
Europe,Czech Republic,Prague,21,41.3
Europe,Czech Republic,Prague,22,44.6
Europe,Czech Republic,Prague,23,41.8
Europe,Czech Republic,Prague,24,46.2
Europe,Czech Republic,Prague,25,43.3
Europe,Czech Republic,Prague,26,34.6
Europe,Czech Republic,Prague,27,36.1
Europe,Czech Republic,Prague,28,39.3
Europe,Czech Republic,Prague,29,36.9
Europe,Czech Republic,Prague,30,33.7
Europe,Denmark,Copenhagen,1,52.4
Europe,Denmark,Copenhagen,2,49.3
Europe,Denmark,Copenhagen,3,46.7
Europe,Denmark,Copenhagen,4,48.6
Europe,Denmark,Copenhagen,5,48.5
Europe,Denmark,Copenhagen,6,39.9
Europe,Denmark,Copenhagen,7,40.1
Europe,Denmark,Copenhagen,8,44.7
Europe,Denmark,Copenhagen,9,45.3
Europe,Denmark,Copenhagen,10,43.5
Europe,Denmark,Copenhagen,11,41.2
Europe,Denmark,Copenhagen,12,40.3
Europe,Denmark,Copenhagen,13,34.7
Europe,Denmark,Copenhagen,14,40.0
Europe,Denmark,Copenhagen,15,41.8
Europe,Denmark,Copenhagen,16,41.7
Europe,Denmark,Copenhagen,17,41.0
Europe,Denmark,Copenhagen,18,41.1
Europe,Denmark,Copenhagen,19,38.9
Europe,Denmark,Copenhagen,20,35.2
Europe,Denmark,Copenhagen,21,36.5
Europe,Denmark,Copenhagen,22,46.1
Europe,Denmark,Copenhagen,23,48.1
Europe,Denmark,Copenhagen,24,42.2
Europe,Denmark,Copenhagen,25,34.5
Europe,Denmark,Copenhagen,26,38.5
Europe,Denmark,Copenhagen,27,40.1
Europe,Denmark,Copenhagen,28,39.9
Europe,Denmark,Copenhagen,29,35.4
Europe,Denmark,Copenhagen,30,32.5
Europe,Finland,Helsinki,1,29.6
Europe,Finland,Helsinki,2,29.5
Europe,Finland,Helsinki,3,35.1
Europe,Finland,Helsinki,4,44.5
Europe,Finland,Helsinki,5,45.5
Europe,Finland,Helsinki,6,43.8
Europe,Finland,Helsinki,7,36.0
Europe,Finland,Helsinki,8,38.6
Europe,Finland,Helsinki,9,42.4
Europe,Finland,Helsinki,10,43.0
Europe,Finland,Helsinki,11,40.5
Europe,Finland,Helsinki,12,35.7
Europe,Finland,Helsinki,13,34.6
Europe,Finland,Helsinki,14,33.1
Europe,Finland,Helsinki,15,34.4
Europe,Finland,Helsinki,16,36.1
Europe,Finland,Helsinki,17,40.6
Europe,Finland,Helsinki,18,39.8
Europe,Finland,Helsinki,19,37.2
Europe,Finland,Helsinki,20,33.0
Europe,Finland,Helsinki,21,32.4
Europe,Finland,Helsinki,22,32.3
Europe,Finland,Helsinki,23,33.5
Europe,Finland,Helsinki,24,41.9
Europe,Finland,Helsinki,25,36.0
Europe,Finland,Helsinki,26,33.9
Europe,Finland,Helsinki,27,38.8
Europe,Finland,Helsinki,28,37.0
Europe,Finland,Helsinki,29,35.3
Europe,Finland,Helsinki,30,35.7
Europe,France,Paris,1,46.8
Europe,France,Paris,2,49.6
Europe,France,Paris,3,53.3
Europe,France,Paris,4,54.2
Europe,France,Paris,5,46.5
Europe,France,Paris,6,42.7
Europe,France,Paris,7,38.3
Europe,France,Paris,8,41.1
Europe,France,Paris,9,47.1
Europe,France,Paris,10,50.6
Europe,France,Paris,11,52.1
Europe,France,Paris,12,47.0
Europe,France,Paris,13,44.4
Europe,France,Paris,14,43.3
Europe,France,Paris,15,45.3
Europe,France,Paris,16,46.0
Europe,France,Paris,17,47.6
Europe,France,Paris,18,42.5
Europe,France,Paris,19,44.2
Europe,France,Paris,20,45.2
Europe,France,Paris,21,49.8
Europe,France,Paris,22,51.4
Europe,France,Paris,23,55.6
Europe,France,Paris,24,51.6
Europe,France,Paris,25,42.7
Europe,France,Paris,26,40.1
Europe,France,Paris,27,44.9
Europe,France,Paris,28,43.3
Europe,France,Paris,29,37.0
Europe,France,Paris,30,37.1
Europe,France,Bordeaux,1,52.8
Europe,France,Bordeaux,2,59.2
Europe,France,Bordeaux,3,57.2
Europe,France,Bordeaux,4,54.3
Europe,France,Bordeaux,5,48.8
Europe,France,Bordeaux,6,44.1
Europe,France,Bordeaux,7,42.6
Europe,France,Bordeaux,8,48.2
Europe,France,Bordeaux,9,47.0
Europe,France,Bordeaux,10,50.5
Europe,France,Bordeaux,11,55.2
Europe,France,Bordeaux,12,55.5
Europe,France,Bordeaux,13,44.1
Europe,France,Bordeaux,14,41.2
Europe,France,Bordeaux,15,42.7
Europe,France,Bordeaux,16,43.9
Europe,France,Bordeaux,17,47.8
Europe,France,Bordeaux,18,42.9
Europe,France,Bordeaux,19,40.4
Europe,France,Bordeaux,20,43.8
Europe,France,Bordeaux,21,43.4
Europe,France,Bordeaux,22,51.3
Europe,France,Bordeaux,23,57.5
Europe,France,Bordeaux,24,52.9
Europe,France,Bordeaux,25,47.4
Europe,France,Bordeaux,26,43.5
Europe,France,Bordeaux,27,42.8
Europe,France,Bordeaux,28,43.2
Europe,France,Bordeaux,29,39.5
Europe,France,Bordeaux,30,37.5
Europe,Germany,Munich,1,41.3
Europe,Germany,Munich,2,46.8
Europe,Germany,Munich,3,46.7
Europe,Germany,Munich,4,42.7
Europe,Germany,Munich,5,42.0
Europe,Germany,Munich,6,40.9
Europe,Germany,Munich,7,43.5
Europe,Germany,Munich,8,41.7
Europe,Germany,Munich,9,42.9
Europe,Germany,Munich,10,43.1
Europe,Germany,Munich,11,42.7
Europe,Germany,Munich,12,41.2
Europe,Germany,Munich,13,36.6
Europe,Germany,Munich,14,30.9
Europe,Germany,Munich,15,31.0
Europe,Germany,Munich,16,32.6
Europe,Germany,Munich,17,34.8
Europe,Germany,Munich,18,37.5
Europe,Germany,Munich,19,37.1
Europe,Germany,Munich,20,37.2
Europe,Germany,Munich,21,44.7
Europe,Germany,Munich,22,42.7
Europe,Germany,Munich,23,39.6
Europe,Germany,Munich,24,45.8
Europe,Germany,Munich,25,41.0
Europe,Germany,Munich,26,34.5
Europe,Germany,Munich,27,36.9
Europe,Germany,Munich,28,40.3
Europe,Germany,Munich,29,37.5
Europe,Germany,Munich,30,33.1
Europe,Hungary,Budapest,1,44.3
Europe,Hungary,Budapest,2,49.2
Europe,Hungary,Budapest,3,49.0
Europe,Hungary,Budapest,4,41.5
Europe,Hungary,Budapest,5,45.7
Europe,Hungary,Budapest,6,47.3
Europe,Hungary,Budapest,7,45.7
Europe,Hungary,Budapest,8,46.4
Europe,Hungary,Budapest,9,47.3
Europe,Hungary,Budapest,10,47.6
Europe,Hungary,Budapest,11,46.1
Europe,Hungary,Budapest,12,46.3
Europe,Hungary,Budapest,13,43.2
Europe,Hungary,Budapest,14,39.5
Europe,Hungary,Budapest,15,34.9
Europe,Hungary,Budapest,16,41.2
Europe,Hungary,Budapest,17,42.4
Europe,Hungary,Budapest,18,39.9
Europe,Hungary,Budapest,19,39.8
Europe,Hungary,Budapest,20,40.3
Europe,Hungary,Budapest,21,39.8
Europe,Hungary,Budapest,22,43.8
Europe,Hungary,Budapest,23,41.1
Europe,Hungary,Budapest,24,42.9
Europe,Hungary,Budapest,25,43.7
Europe,Hungary,Budapest,26,43.1
Europe,Hungary,Budapest,27,36.0
Europe,Hungary,Budapest,28,30.6
Europe,Hungary,Budapest,29,34.5
Europe,Hungary,Budapest,30,36.0
Europe,Iceland,Reykjavik,1,38.5
Europe,Iceland,Reykjavik,2,43.6
Europe,Iceland,Reykjavik,3,34.9
Europe,Iceland,Reykjavik,4,32.1
Europe,Iceland,Reykjavik,5,33.2
Europe,Iceland,Reykjavik,6,38.2
Europe,Iceland,Reykjavik,7,37.5
Europe,Iceland,Reykjavik,8,37.1
Europe,Iceland,Reykjavik,9,31.7
Europe,Iceland,Reykjavik,10,30.7
Europe,Iceland,Reykjavik,11,26.3
Europe,Iceland,Reykjavik,12,28.9
Europe,Iceland,Reykjavik,13,37.5
Europe,Iceland,Reykjavik,14,34.9
Europe,Iceland,Reykjavik,15,35.1
Europe,Iceland,Reykjavik,16,34.5
Europe,Iceland,Reykjavik,17,32.8
Europe,Iceland,Reykjavik,18,27.8
Europe,Iceland,Reykjavik,19,26.7
Europe,Iceland,Reykjavik,20,28.2
Europe,Iceland,Reykjavik,21,31.7
Europe,Iceland,Reykjavik,22,32.0
Europe,Iceland,Reykjavik,23,28.9
Europe,Iceland,Reykjavik,24,30.5
Europe,Iceland,Reykjavik,25,27.9
Europe,Iceland,Reykjavik,26,29.0
Europe,Iceland,Reykjavik,27,21.7
Europe,Iceland,Reykjavik,28,25.3
Europe,Iceland,Reykjavik,29,33.9
Europe,Iceland,Reykjavik,30,38.2
Europe,Ireland,Dublin,1,52.0
Europe,Ireland,Dublin,2,48.6
Europe,Ireland,Dublin,3,47.8
Europe,Ireland,Dublin,4,44.3
Europe,Ireland,Dublin,5,41.8
Europe,Ireland,Dublin,6,48.9
Europe,Ireland,Dublin,7,44.6
Europe,Ireland,Dublin,8,42.8
Europe,Ireland,Dublin,9,50.4
Europe,Ireland,Dublin,10,47.4
Europe,Ireland,Dublin,11,45.0
Europe,Ireland,Dublin,12,40.5
Europe,Ireland,Dublin,13,40.3
Europe,Ireland,Dublin,14,51.0
Europe,Ireland,Dublin,15,47.1
Europe,Ireland,Dublin,16,44.8
Europe,Ireland,Dublin,17,40.2
Europe,Ireland,Dublin,18,43.0
Europe,Ireland,Dublin,19,42.1
Europe,Ireland,Dublin,20,53.7
Europe,Ireland,Dublin,21,55.1
Europe,Ireland,Dublin,22,46.9
Europe,Ireland,Dublin,23,39.5
Europe,Ireland,Dublin,24,35.1
Europe,Ireland,Dublin,25,35.3
Europe,Ireland,Dublin,26,40.1
Europe,Ireland,Dublin,27,43.1
Europe,Ireland,Dublin,28,37.7
Europe,Ireland,Dublin,29,35.3
Europe,Ireland,Dublin,30,36.5
Europe,Italy,Milan,1,48.7
Europe,Italy,Milan,2,49.4
Europe,Italy,Milan,3,52.1
Europe,Italy,Milan,4,54.4
Europe,Italy,Milan,5,50.7
Europe,Italy,Milan,6,48.6
Europe,Italy,Milan,7,47.1
Europe,Italy,Milan,8,47.9
Europe,Italy,Milan,9,48.4
Europe,Italy,Milan,10,45.5
Europe,Italy,Milan,11,43.1
Europe,Italy,Milan,12,43.6
Europe,Italy,Milan,13,50.0
Europe,Italy,Milan,14,45.3
Europe,Italy,Milan,15,38.4
Europe,Italy,Milan,16,41.6
Europe,Italy,Milan,17,41.9
Europe,Italy,Milan,18,42.5
Europe,Italy,Milan,19,43.5
Europe,Italy,Milan,20,41.3
Europe,Italy,Milan,21,45.9
Europe,Italy,Milan,22,49.9
Europe,Italy,Milan,23,46.4
Europe,Italy,Milan,24,43.5
Europe,Italy,Milan,25,47.0
Europe,Italy,Milan,26,46.3
Europe,Italy,Milan,27,39.4
Europe,Italy,Milan,28,36.7
Europe,Italy,Milan,29,38.4
Europe,Italy,Milan,30,37.6
Europe,Italy,Rome,1,55.3
Europe,Italy,Rome,2,56.1
Europe,Italy,Rome,3,62.2
Europe,Italy,Rome,4,59.0
Europe,Italy,Rome,5,60.4
Europe,Italy,Rome,6,56.6
Europe,Italy,Rome,7,51.6
Europe,Italy,Rome,8,52.8
Europe,Italy,Rome,9,56.1
Europe,Italy,Rome,10,56.8
Europe,Italy,Rome,11,56.0
Europe,Italy,Rome,12,55.8
Europe,Italy,Rome,13,54.7
Europe,Italy,Rome,14,49.8
Europe,Italy,Rome,15,52.9
Europe,Italy,Rome,16,53.1
Europe,Italy,Rome,17,54.2
Europe,Italy,Rome,18,51.7
Europe,Italy,Rome,19,47.5
Europe,Italy,Rome,20,48.8
Europe,Italy,Rome,21,52.7
Europe,Italy,Rome,22,53.5
Europe,Italy,Rome,23,54.4
Europe,Italy,Rome,24,56.1
Europe,Italy,Rome,25,59.3
Europe,Italy,Rome,26,55.6
Europe,Italy,Rome,27,47.5
Europe,Italy,Rome,28,44.7
Europe,Italy,Rome,29,53.8
Europe,Italy,Rome,30,51.3
Europe,Latvia,Riga,1,40.6
Europe,Latvia,Riga,2,46.8
Europe,Latvia,Riga,3,42.4
Europe,Latvia,Riga,4,46.0
Europe,Latvia,Riga,5,42.8
Europe,Latvia,Riga,6,42.1
Europe,Latvia,Riga,7,36.8
Europe,Latvia,Riga,8,39.2
Europe,Latvia,Riga,9,39.1
Europe,Latvia,Riga,10,42.1
Europe,Latvia,Riga,11,40.4
Europe,Latvia,Riga,12,38.9
Europe,Latvia,Riga,13,38.0
Europe,Latvia,Riga,14,35.8
Europe,Latvia,Riga,15,39.7
Europe,Latvia,Riga,16,38.1
Europe,Latvia,Riga,17,39.9
Europe,Latvia,Riga,18,37.3
Europe,Latvia,Riga,19,35.9
Europe,Latvia,Riga,20,35.8
Europe,Latvia,Riga,21,32.1
Europe,Latvia,Riga,22,30.5
Europe,Latvia,Riga,23,34.9
Europe,Latvia,Riga,24,41.6
Europe,Latvia,Riga,25,41.6
Europe,Latvia,Riga,26,37.8
Europe,Latvia,Riga,27,34.0
Europe,Latvia,Riga,28,34.9
Europe,Latvia,Riga,29,34.5
Europe,Latvia,Riga,30,34.2
Europe,Macedonia,Skopje,1,38.5
Europe,Macedonia,Skopje,2,38.3
Europe,Macedonia,Skopje,3,42.3
Europe,Macedonia,Skopje,4,48.7
Europe,Macedonia,Skopje,5,41.4
Europe,Macedonia,Skopje,6,44.6
Europe,Macedonia,Skopje,7,52.3
Europe,Macedonia,Skopje,8,52.5
Europe,Macedonia,Skopje,9,49.0
Europe,Macedonia,Skopje,10,43.5
Europe,Macedonia,Skopje,11,48.6
Europe,Macedonia,Skopje,12,51.2
Europe,Macedonia,Skopje,13,55.4
Europe,Macedonia,Skopje,14,50.7
Europe,Macedonia,Skopje,15,44.4
Europe,Macedonia,Skopje,16,46.9
Europe,Macedonia,Skopje,17,48.8
Europe,Macedonia,Skopje,18,48.4
Europe,Macedonia,Skopje,19,46.9
Europe,Macedonia,Skopje,20,42.0
Europe,Macedonia,Skopje,21,37.4
Europe,Macedonia,Skopje,22,36.6
Europe,Macedonia,Skopje,23,38.1
Europe,Macedonia,Skopje,24,38.5
Europe,Macedonia,Skopje,25,38.0
Europe,Macedonia,Skopje,26,40.2
Europe,Macedonia,Skopje,27,38.9
Europe,Macedonia,Skopje,28,36.3
Europe,Macedonia,Skopje,29,30.0
Europe,Macedonia,Skopje,30,44.6
Europe,The Netherlands,Amsterdam,1,53.0
Europe,The Netherlands,Amsterdam,2,49.9
Europe,The Netherlands,Amsterdam,3,49.1
Europe,The Netherlands,Amsterdam,4,51.7
Europe,The Netherlands,Amsterdam,5,46.1
Europe,The Netherlands,Amsterdam,6,43.2
Europe,The Netherlands,Amsterdam,7,39.3
